index,surface,age,ace,df,svpt,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
76243,Hard,31.2,3,0,71,9,6,7,1,80,63,57
76244,Hard,32.4,1,3,82,12,7,10,1,67,62,62
76245,Hard,26.8,6,1,77,11,4,5,0,61,68,69
76246,Grass,28,12,4,105,17,5,7,1,50,81,67
76247,Hard,26.8,11,2,80,14,5,8,1,74,76,58
76248,Carpet,33,3,2,91,14,6,7,1,63,68,72
76249,Clay,19.2,1,1,36,7,1,6,0,50,56,29
76250,Hard,24,1,4,72,12,3,8,0,57,61,56
76251,Hard,21.5,6,5,70,10,9,12,0,59,63,58
76252,Grass,25.7,1,0,65,10,2,9,0,71,48,37
76253,Hard,24.1,1,3,95,16,2,8,1,61,66,41
76254,Hard,37.1,5,5,80,12,4,6,0,55,64,74
76255,Clay,20.1,1,6,55,8,2,6,0,45,56,54
76256,Clay,22.3,0,1,17,3,0,1,0,47,100,25
76257,Hard,25.5,6,3,57,10,0,2,0,65,73,71
76258,Hard,20.7,3,0,67,9,6,10,0,54,58,52
76259,Clay,19.2,4,3,83,13,5,9,0,69,63,57
76260,Hard,27.5,4,4,54,8,5,6,1,63,74,62
76261,Carpet,24.5,27,0,116,17,5,6,1,59,81,55
76262,Hard,21.5,0,0,38,7,1,6,0,68,50,17
76263,Clay,27.5,7,6,100,15,7,15,0,55,47,54
76264,Hard,28.8,2,3,78,10,6,7,0,60,68,71
76265,Hard,30.6,3,1,90,15,2,5,1,61,67,56
76266,Clay,31.8,13,3,67,11,2,4,1,57,82,58
76267,Hard,29.7,0,5,104,16,5,10,0,78,63,50
76268,Hard,22.3,5,6,65,9,6,9,1,60,74,45
76269,Hard,31.7,6,5,110,16,12,17,0,45,78,48
76270,Grass,19.8,13,1,123,21,1,5,0,57,76,56
76271,Hard,24.5,7,3,87,14,9,13,1,51,73,45
76272,Clay,29.6,3,0,57,9,2,6,0,67,55,53
76273,Clay,31.2,1,2,72,10,9,15,0,67,52,45
76274,Hard,29.5,23,4,163,25,9,14,1,55,79,49
76275,Clay,27.9,5,6,132,16,17,23,0,53,66,45
76276,Hard,34.2,1,2,68,11,2,5,1,57,74,59
76277,Clay,21.8,9,7,110,15,5,8,1,54,80,50
76278,Clay,25.7,1,3,80,10,4,4,1,59,74,60
76279,Hard,24.8,11,3,85,16,0,0,1,69,81,74
76280,Hard,27.3,8,4,123,18,5,8,1,58,62,69
76281,Hard,32.3,14,7,117,17,7,11,0,58,81,45
76282,Clay,30.2,2,2,63,10,2,4,1,71,64,69
76283,Hard,27.5,3,3,47,8,2,5,0,64,63,57
76284,Hard,22.4,1,2,56,10,1,5,0,57,59,50
76285,Clay,30.8,3,0,61,10,3,7,0,75,59,53
76286,Clay,30.8,5,5,104,17,6,9,0,62,68,71
76287,Clay,22.8,6,2,76,13,1,5,0,59,62,59
76288,Hard,28.1,2,3,65,9,9,12,0,58,68,42
76289,Clay,22.5,6,10,93,13,11,19,0,44,63,40
76290,Clay,23,2,2,99,14,15,19,1,66,58,59
76291,Clay,28.5,0,5,82,12,2,5,1,57,70,63
76292,Clay,29.9,5,1,41,7,4,4,1,63,81,64
76293,Hard,25.6,6,3,56,10,2,3,1,57,81,62
76294,Grass,20.9,6,7,66,10,2,4,0,44,83,50
76295,Grass,25.3,9,3,68,11,2,2,1,63,79,73
76296,Hard,29.2,5,2,60,10,3,3,1,67,80,72
76297,Clay,26.7,6,2,41,8,0,0,1,66,89,67
76298,Hard,34.8,19,4,138,25,0,5,1,60,80,57
76299,Hard,32.1,17,11,150,21,6,9,1,47,83,58
76300,Hard,28.9,8,4,77,14,5,7,1,55,81,55
76301,Clay,20,3,1,54,10,0,1,1,67,69,82
76302,Hard,27.8,3,0,48,10,0,0,1,79,89,70
76303,Hard,26.9,3,5,112,15,6,10,0,62,64,43
76304,Hard,34.6,8,5,124,15,13,17,1,48,77,47
76305,Grass,20.9,8,4,80,13,3,9,0,64,59,48
76306,Grass,29.2,4,0,90,14,7,11,0,54,76,41
76307,Clay,18.7,8,4,72,10,5,9,0,71,59,59
76308,Grass,26.7,2,2,76,12,7,10,0,61,74,39
76309,Clay,28,0,0,41,7,2,6,0,59,46,53
76310,Clay,30.6,5,3,76,10,12,17,0,57,51,63
76311,Clay,30.9,5,3,54,10,1,2,1,70,87,77
76312,Clay,29,9,6,85,11,7,9,0,56,77,45
76313,Grass,18.2,10,6,97,14,8,9,1,54,69,77
76314,Carpet,28,3,2,108,17,2,5,0,59,77,50
76315,Clay,32.3,2,4,85,15,4,9,0,62,58,68
76316,Hard,25.5,2,3,48,9,1,4,0,38,83,41
76317,Hard,22.8,4,6,86,11,3,6,0,49,60,63
76318,Clay,22,4,7,92,13,7,10,1,68,73,45
76319,Clay,23.1,1,0,18,4,0,0,1,44,100,80
76320,Clay,23.6,15,6,95,16,6,11,1,63,72,48
76321,Hard,31.8,10,3,109,17,4,4,1,57,82,66
76322,Hard,29.3,11,3,88,13,8,11,0,53,68,53
76323,Hard,22.2,6,3,72,10,5,6,1,53,82,48
76324,Carpet,22.1,1,4,59,8,3,8,0,61,50,47
76325,Hard,21.4,0,1,54,9,4,10,0,57,52,32
76326,Hard,20.2,5,1,66,12,1,1,1,61,82,68
76327,Hard,28.3,9,7,66,11,2,4,0,52,82,60
76328,Clay,25.8,12,3,155,26,10,18,0,58,72,42
76329,Clay,21.6,3,9,74,10,7,10,0,59,64,62
76330,Hard,29.2,10,1,61,11,1,2,1,70,79,82
76331,Carpet,22.6,0,1,80,14,2,4,0,56,71,62
76332,Hard,27.7,8,5,101,15,8,10,1,60,77,60
76333,Hard,28.6,1,0,67,10,5,8,0,58,67,43
76334,Clay,26.1,2,1,60,9,3,7,0,70,60,41
76335,Hard,18.1,2,0,39,6,2,3,1,69,63,67
76336,Clay,25.3,3,1,58,10,1,3,1,71,71,62
76337,Hard,22.2,13,1,69,12,2,3,1,74,73,82
76338,Hard,18.5,25,3,110,16,4,6,1,53,81,55
76339,Hard,24.4,4,1,113,16,9,12,0,67,63,58
76340,Clay,34.7,2,3,79,9,11,17,0,72,47,42
76341,Hard,24.6,5,2,39,7,0,1,1,54,76,69
76342,Clay,21,2,3,72,10,3,6,0,58,57,63
76343,Hard,21.3,7,4,101,15,3,8,0,50,66,62
76344,Hard,31.5,4,0,38,8,0,0,1,71,81,73
76345,Clay,20.5,0,2,39,7,1,5,0,49,53,50
76346,Clay,27.9,0,2,47,8,1,7,0,49,52,36
76347,Clay,30.7,0,2,105,16,5,10,0,75,58,67
76348,Clay,29.3,4,0,116,20,4,5,1,70,77,69
76349,Hard,27.6,5,0,53,9,2,5,0,64,71,42
76350,Clay,25.2,2,2,59,9,7,10,0,59,69,45
76351,Hard,17.9,3,6,131,21,8,15,0,60,67,50
76352,Hard,26.1,2,2,72,10,6,10,0,71,65,32
76353,Grass,27.2,6,1,72,13,6,11,0,75,67,41
76354,Hard,30.5,3,8,108,15,6,11,0,56,68,60
76355,Hard,27.9,2,0,60,10,1,3,0,68,63,58
76356,Grass,25.7,7,5,35,6,2,2,1,51,83,92
76357,Hard,26,4,3,57,9,1,5,0,63,64,39
76358,Clay,24.5,6,1,53,9,3,3,1,60,78,70
76359,Carpet,26.5,6,4,99,17,2,7,0,63,65,58
76360,Clay,24.1,4,0,54,10,3,5,1,67,81,50
76361,Hard,31.5,4,3,60,10,1,1,1,57,91,57
76362,Clay,29.9,2,5,94,15,8,10,1,66,71,67
76363,Clay,29.2,5,2,55,10,0,1,1,55,83,78
76364,Clay,27.2,2,4,59,11,1,2,1,51,83,76
76365,Hard,26.5,1,2,24,4,3,4,1,75,67,50
76366,Clay,33,10,12,111,14,15,23,0,59,63,47
76367,Hard,27.4,13,2,87,14,8,13,0,60,67,55
76368,Hard,23.9,5,1,39,8,0,0,1,59,96,67
76369,Clay,32.7,2,4,123,17,10,14,0,62,66,58
76370,Clay,28.8,16,6,105,15,7,8,0,47,82,58
76371,Hard,30.1,6,8,95,15,5,11,0,55,69,49
76372,Hard,35.5,3,1,80,10,3,8,0,64,53,46
76373,Hard,26.5,4,6,157,24,13,20,0,67,62,54
76374,Hard,26.1,5,3,108,16,10,14,1,71,69,46
76375,Hard,28.1,1,1,47,7,2,2,1,72,79,42
76376,Carpet,25.7,7,6,97,14,7,10,0,53,76,48
76377,Hard,28.6,6,3,57,10,4,5,1,53,83,62
76378,Hard,26.5,3,0,55,9,3,4,1,64,74,60
76379,Hard,22.3,2,1,90,14,4,6,1,73,71,52
76380,Hard,22,0,4,93,15,3,7,1,60,73,55
76381,Clay,27.3,5,4,87,12,9,16,0,38,61,44
76382,Clay,20.3,1,4,49,7,2,6,0,63,45,64
76383,Grass,26.6,4,4,63,12,1,3,0,57,75,65
76384,Clay,27.6,2,2,70,9,9,13,0,69,52,55
76385,Hard,28.4,2,2,30,5,1,3,0,53,75,25
76386,Grass,28.5,11,5,59,9,2,2,1,53,84,61
76387,Hard,24.5,3,5,47,8,3,9,0,40,47,39
76388,Hard,31.6,0,1,23,4,2,4,0,43,60,50
76389,Clay,31.8,3,2,61,10,4,6,1,67,66,50
76390,Clay,29.4,8,2,72,10,4,6,1,68,69,57
76391,Hard,18.9,1,5,66,9,5,10,0,55,58,40
76392,Clay,20.7,1,6,82,10,7,13,0,55,60,39
76393,Hard,25.4,5,2,76,11,10,12,0,55,69,59
76394,Clay,22.2,8,1,65,11,0,1,1,58,74,81
76395,Hard,24.6,6,7,170,25,13,18,0,58,71,59
76396,Clay,23.5,12,1,91,15,2,7,0,62,68,47
76397,Clay,27.9,10,5,63,10,5,8,0,57,61,59
76398,Carpet,29.5,7,0,71,11,1,1,1,65,83,64
76399,Grass,29.7,10,2,60,10,0,0,1,55,91,60
76400,Hard,32.7,4,1,65,9,5,5,1,63,80,52
76401,Clay,20.6,2,5,44,9,1,5,0,34,73,54
76402,Hard,26.1,5,3,114,17,4,6,1,67,75,54
76403,Hard,26,4,2,112,16,4,8,0,54,67,55
76404,Hard,24.3,4,4,85,12,9,10,1,69,76,64
76405,Hard,27.7,5,1,69,12,2,5,0,74,65,71
76406,Clay,30.5,5,9,102,13,6,9,0,53,70,56
76407,Hard,19.9,10,0,97,15,1,2,1,62,77,59
76408,Hard,23.1,1,4,47,8,4,8,0,43,55,52
76409,Clay,24.3,0,5,50,8,1,5,1,56,46,65
76410,Clay,22,1,2,63,9,1,5,0,75,51,57
76411,Clay,29,6,0,59,11,3,3,1,73,77,81
76412,Clay,26,3,0,61,9,7,8,1,80,69,67
76413,Hard,32.8,4,2,79,12,6,11,0,61,58,52
76414,Hard,24.5,1,1,58,8,5,10,0,67,49,44
76415,Grass,29,6,1,84,15,0,1,1,74,84,48
76416,Hard,28,18,5,94,16,4,6,0,64,75,69
76417,Hard,26,3,5,85,15,3,6,1,72,72,58
76418,Clay,21.9,0,0,70,9,3,3,1,69,67,59
76419,Hard,23.4,2,3,101,16,2,6,0,63,64,56
76420,Clay,32,8,5,71,11,2,3,1,58,88,52
76421,Hard,27.5,4,4,77,12,3,3,1,52,82,73
76422,Clay,22,0,1,45,7,4,8,0,62,50,50
76423,Clay,28.4,11,1,83,11,8,9,1,69,70,72
76424,Hard,27.8,18,1,103,15,7,9,0,59,72,61
76425,Hard,25.5,3,9,105,15,9,14,0,46,71,52
76426,Clay,31.3,7,1,53,9,4,7,0,47,68,48
76427,Hard,30.6,5,7,89,13,6,8,1,47,83,55
76428,Hard,26.1,1,6,52,8,4,8,0,69,58,30
76429,Grass,26,8,4,152,18,15,21,0,64,71,33
76430,Clay,22.7,9,1,76,10,7,10,1,53,78,49
76431,Hard,23.3,1,2,48,8,4,10,0,65,48,33
76432,Clay,21.9,1,1,74,12,7,8,1,69,69,68
76433,Grass,22.9,0,2,57,10,2,4,1,65,70,61
76434,Clay,24.5,4,0,82,14,4,7,0,65,77,41
76435,Hard,27.8,5,3,62,10,3,3,1,52,84,67
76436,Hard,18.4,3,3,65,9,6,10,0,42,56,51
76437,Hard,23.2,26,9,126,21,4,6,0,55,84,58
76438,Clay,29.9,3,1,54,10,0,0,1,61,85,65
76439,Carpet,32.6,6,2,82,13,5,8,0,56,74,47
76440,Hard,19.9,5,3,55,11,2,5,0,56,81,57
76441,Hard,21.1,6,3,60,10,1,3,1,62,73,60
76442,Clay,20.8,2,0,35,7,0,0,1,60,86,71
76443,Hard,21.6,3,4,109,16,5,7,1,53,67,68
76444,Clay,27.8,4,1,74,10,4,7,0,65,60,56
76445,Carpet,29.9,16,11,109,17,7,8,1,62,85,70
76446,Grass,21.7,8,1,75,13,3,5,1,71,77,43
76447,Hard,22,3,2,47,8,0,1,1,49,74,59
76448,Hard,21.2,3,3,46,8,1,5,0,67,61,42
76449,Clay,28.2,0,3,59,9,5,9,0,44,65,47
76450,Clay,34,7,2,49,8,2,2,1,59,83,67
76451,Clay,34.6,15,0,105,15,4,5,1,66,83,50
76452,Hard,27.7,7,0,57,10,1,2,1,56,75,76
76453,Hard,22.8,1,9,107,14,8,13,0,56,65,50
76454,Hard,25.2,5,2,53,9,5,6,1,57,77,71
76455,Hard,21,2,0,94,14,7,8,0,77,72,59
76456,Hard,21.6,4,2,79,10,11,15,0,65,63,50
76457,Hard,26.8,14,2,69,11,10,11,1,71,80,50
76458,Clay,22.4,4,4,58,10,1,4,0,60,71,42
76459,Clay,31.8,3,6,75,9,7,10,0,53,55,62
76460,Clay,25.3,1,1,84,13,4,10,0,61,61,41
76461,Grass,28.4,4,4,98,18,2,4,1,65,75,73
76462,Clay,23.8,0,0,36,7,0,1,1,72,73,60
76463,Hard,21.4,6,2,75,12,3,3,1,60,78,82
76464,Hard,30.6,1,3,39,7,3,7,0,41,69,30
76465,Hard,24.5,10,3,82,11,3,9,0,56,65,39
76466,Clay,26.5,6,3,42,8,3,3,1,57,88,80
76467,Clay,21.3,1,2,37,7,0,0,1,76,82,86
76468,Hard,23.1,4,2,74,12,7,10,1,66,67,52
76469,Clay,29.5,6,0,66,11,2,3,1,61,78,69
76470,Clay,22.4,3,0,60,9,4,6,0,57,74,54
76471,Clay,22.8,5,3,92,14,2,3,1,64,75,67
76472,Clay,31.9,3,2,50,9,3,9,0,50,56,30
76473,Hard,31,7,0,74,10,4,6,1,61,78,52
76474,Clay,24.1,5,3,50,9,3,4,1,60,87,71
76475,Clay,26.8,7,7,115,17,3,8,0,58,75,39
76476,Clay,24.1,0,0,53,8,4,7,0,72,61,40
76477,Clay,26.4,0,3,26,4,2,5,0,65,41,50
76478,Clay,26.2,7,2,98,14,5,12,0,66,62,42
76479,Hard,25.2,25,9,104,18,4,7,0,56,83,54
76480,Hard,26,10,1,54,10,0,0,1,65,94,61
76481,Hard,30.7,8,3,136,22,7,12,0,65,72,56
76482,Hard,23.6,6,5,99,14,3,4,1,60,71,69
76483,Hard,27.1,2,0,57,9,1,4,0,58,73,42
76484,Clay,18.2,6,0,61,10,2,3,1,54,88,46
76485,Carpet,25.7,5,2,42,8,0,3,0,40,71,57
76486,Clay,20.5,5,2,88,14,5,9,1,73,62,55
76487,Hard,22.5,3,6,99,15,12,15,0,56,67,58
76488,Hard,28.9,1,3,98,12,8,10,0,62,69,53
76489,Grass,31.1,8,9,112,18,2,5,1,61,81,60
76490,Clay,23.2,5,1,74,11,5,6,1,61,69,61
76491,Hard,28.8,12,8,172,24,19,25,0,61,70,47
76492,Hard,24.8,7,1,82,15,1,2,1,74,84,60
76493,Hard,24.4,0,1,62,8,6,7,1,53,64,64
76494,Grass,34.1,4,3,93,15,5,6,1,66,82,48
76495,Hard,32.3,3,2,86,14,4,7,0,56,77,53
76496,Hard,22.7,4,1,48,9,0,2,0,50,79,65
76497,Hard,30.2,7,5,73,12,2,4,1,52,71,70
76498,Grass,21.6,10,1,71,10,5,6,1,63,78,56
76499,Hard,27.2,1,0,54,9,4,6,0,41,59,62
76500,Hard,26.2,10,1,81,12,1,1,1,70,82,74
76501,Clay,30.4,2,0,39,7,0,0,1,72,75,82
76502,Hard,25.6,3,3,74,11,2,3,1,43,72,59
76503,Hard,32.4,9,3,86,14,8,12,1,56,73,46
76504,Hard,25.1,0,3,53,8,2,6,0,62,52,53
76505,Hard,27.1,3,3,42,7,0,4,0,55,57,38
76506,Hard,27.5,0,1,65,11,3,8,0,63,49,52
76507,Clay,29.9,4,2,80,11,4,10,0,71,56,33
76508,Clay,27.4,9,4,96,13,6,9,0,53,73,46
76509,Hard,25.5,0,7,75,10,11,14,0,48,69,53
76510,Hard,32.7,3,3,58,9,2,4,0,60,69,55
76511,Clay,29.3,4,2,103,15,6,8,1,71,68,68
76512,Hard,27.2,10,6,61,9,3,4,1,44,81,64
76513,Hard,21.9,11,2,83,12,2,3,1,58,77,58
76514,Clay,23.4,0,2,44,8,0,0,1,48,86,71
76515,Hard,31,5,1,58,10,1,4,1,66,74,47
76516,Hard,25.9,9,1,37,8,0,0,1,49,94,83
76517,Clay,25.8,8,3,92,14,6,11,0,66,70,46
76518,Hard,20.1,4,6,65,11,5,11,0,54,54,62
76519,Hard,27.5,6,1,58,9,4,6,0,74,72,29
76520,Hard,29,4,6,144,20,15,18,0,52,75,54
76521,Clay,35.4,10,0,75,13,4,5,1,71,70,77
76522,Hard,28.5,3,4,98,15,5,8,0,59,78,50
76523,Hard,21.2,6,7,86,12,8,11,1,52,80,47
76524,Grass,25.4,5,2,44,9,0,0,1,57,88,82
76525,Hard,24.3,4,2,77,11,3,5,0,61,72,57
76526,Clay,26.3,3,1,71,9,1,5,0,61,65,30
76527,Hard,35.3,0,1,60,9,4,8,0,48,55,50
76528,Grass,34.4,3,8,86,13,3,9,0,56,54,63
76529,Carpet,23.9,8,0,34,7,0,0,1,59,90,71
76530,Hard,25.4,5,3,95,16,3,7,1,61,71,62
76531,Hard,21.7,14,4,73,11,1,2,1,70,80,50
76532,Clay,30.4,3,3,108,15,8,13,0,60,65,48
76533,Hard,21.5,1,3,62,11,2,6,0,73,60,57
76534,Hard,26.8,5,2,45,9,1,2,1,58,77,82
76535,Hard,31.2,11,8,126,23,1,4,1,60,79,63
76536,Clay,21.7,1,4,69,12,3,8,0,68,60,56
76537,Hard,24.3,4,2,72,13,4,10,0,68,55,57
76538,Clay,25.7,1,3,38,7,2,7,0,58,41,38
76539,Grass,28.4,3,8,115,16,7,13,1,57,62,55
76540,Hard,23.5,4,4,63,9,6,8,1,56,66,50
76541,Hard,28.5,4,1,55,10,0,1,0,60,82,57
76542,Hard,22.1,4,4,74,13,2,4,0,54,70,77
76543,Clay,25.2,6,2,60,9,4,4,1,45,93,58
76544,Clay,25.3,2,2,49,9,4,9,0,57,46,53
76545,Hard,23.3,2,1,74,13,4,8,0,59,61,59
76546,Hard,28.3,5,2,87,12,7,9,1,69,67,52
76547,Clay,27.5,6,0,55,9,1,1,1,64,83,60
76548,Clay,20.9,0,5,77,13,5,9,0,60,63,58
76549,Clay,30.4,2,4,108,14,9,11,0,58,67,63
76550,Clay,25,1,0,65,11,5,7,1,77,66,53
76551,Clay,26.1,1,1,58,8,4,9,0,50,55,39
76552,Hard,19.6,5,2,90,13,2,7,0,62,59,50
76553,Clay,27.9,10,0,111,16,7,11,0,71,62,53
76554,Grass,26,3,6,74,13,2,7,0,74,64,69
76555,Carpet,22,0,5,31,6,2,6,0,48,33,45
76556,Hard,26.1,6,2,118,16,6,12,0,55,60,51
76557,Hard,27.3,6,0,45,10,0,0,1,67,97,73
76558,Clay,29.3,4,0,81,11,5,7,1,44,69,56
76559,Hard,33.3,2,5,54,8,5,10,0,61,55,44
76560,Hard,27,1,3,66,9,7,12,0,70,48,47
76561,Hard,31,7,1,82,15,1,1,1,68,88,64
76562,Grass,21.1,1,2,97,16,4,7,1,59,72,66
76563,Hard,29.8,2,3,70,11,4,10,0,61,56,46
76564,Hard,28.4,3,5,126,19,8,12,0,71,71,39
76565,Hard,30.4,10,2,64,11,1,2,0,69,89,56
76566,Grass,20.8,4,1,50,8,3,3,1,66,79,62
76567,Clay,27.6,4,2,126,21,6,11,1,56,66,62
76568,Hard,24.3,1,2,65,11,3,6,1,66,63,65
76569,Grass,31,27,3,125,20,6,9,1,70,75,60
76570,Hard,30.6,13,10,130,20,5,8,0,59,81,51
76571,Grass,28.2,14,0,76,14,3,3,1,78,83,65
76572,Clay,24.8,2,3,68,10,0,2,1,47,66,70
76573,Grass,25.3,8,6,176,28,11,16,1,63,68,61
76574,Clay,34.2,5,1,47,9,1,1,1,72,85,67
76575,Hard,24.9,2,0,73,13,3,3,1,66,71,84
76576,Carpet,21.8,3,3,75,11,4,9,0,45,71,45
76577,Hard,26.1,0,3,81,13,4,9,0,44,58,55
76578,Grass,34.5,4,2,114,16,13,14,1,54,61,70
76579,Carpet,32.8,4,1,136,17,11,13,1,64,67,58
76580,Hard,28.3,4,3,54,9,2,4,0,67,75,53
76581,Hard,21.4,8,9,124,21,2,5,1,60,71,72
76582,Clay,20.4,4,2,58,10,2,2,1,57,79,74
76583,Clay,27.2,3,0,56,9,2,3,1,54,73,62
76584,Hard,28.7,1,0,7,1,0,0,1,43,100,100
76585,Hard,25.2,6,8,58,10,5,9,0,55,78,44
76586,Hard,30.7,4,2,70,10,4,6,0,57,68,57
76587,Hard,24.5,4,0,58,11,3,3,1,74,86,53
76588,Hard,21.9,7,0,52,10,0,0,1,65,82,72
76589,Hard,23.1,4,3,63,9,6,8,0,63,68,65
76590,Clay,27.3,5,5,78,12,9,14,0,56,66,48
76591,Grass,20.9,2,3,68,10,3,5,1,53,67,59
76592,Hard,25.2,7,3,102,15,3,6,0,58,68,60
76593,Hard,20.3,6,7,76,14,3,7,0,61,74,52
76594,Hard,31.3,14,2,93,15,1,2,0,68,71,61
76595,Hard,22.2,6,6,65,10,5,8,0,63,78,39
76596,Hard,25.8,1,2,61,9,6,12,0,64,49,50
76597,Clay,29.4,6,1,89,15,2,4,1,66,73,66
76598,Clay,23.4,5,4,80,12,3,5,1,49,69,68
76599,Hard,32.4,3,0,64,10,1,2,1,66,74,64
76600,Clay,29.7,6,1,55,11,4,5,1,67,81,71
76601,Carpet,20.7,3,4,111,16,7,10,1,47,71,58
76602,Hard,21.6,2,0,68,14,0,1,1,69,83,67
76603,Hard,24.8,3,7,75,11,5,9,0,48,64,56
76604,Hard,21,2,1,46,8,0,0,1,76,80,60
76605,Hard,20.8,8,6,65,11,3,5,0,52,74,68
76606,Hard,31.2,8,1,60,9,5,5,1,45,89,59
76607,Clay,26.6,10,5,156,25,4,6,1,61,75,66
76608,Hard,31.2,14,4,93,16,5,7,1,57,74,72
76609,Clay,28.5,3,2,90,16,1,5,0,66,69,41
76610,Hard,27.9,8,2,120,17,8,11,1,58,67,52
76611,Clay,25.8,3,2,65,10,7,7,1,57,73,73
76612,Hard,28.1,9,2,63,10,1,3,1,57,75,56
76613,Hard,33.6,12,4,144,24,6,12,0,61,75,50
76614,Clay,29,2,3,93,13,10,14,0,57,62,54
76615,Clay,22.8,0,1,64,10,4,8,0,75,58,53
76616,Clay,25.2,2,2,85,13,2,6,1,59,64,55
76617,Hard,26.7,5,8,87,11,3,7,0,52,71,44
76618,Clay,27.1,0,4,66,10,3,6,0,53,60,59
76619,Hard,26.2,15,2,72,13,3,4,1,61,75,73
76620,Grass,26.9,1,2,98,17,0,8,0,83,56,40
76621,Hard,28.5,4,2,41,7,1,1,1,46,84,75
76622,Hard,31.8,2,3,80,14,1,6,0,55,73,39
76623,Clay,27.9,2,2,67,11,5,12,0,66,55,29
76624,Hard,27.4,5,3,72,10,1,2,1,53,82,61
76625,Hard,25.1,1,4,42,7,3,7,0,38,50,59
76626,Hard,28,9,3,65,12,0,4,0,54,69,56
76627,Hard,26.5,0,2,49,8,2,2,1,55,74,75
76628,Clay,26.6,6,5,102,14,9,13,0,69,63,52
76629,Hard,29.1,5,2,56,10,0,3,0,52,66,60
76630,Hard,27.5,4,3,72,11,2,5,0,53,66,65
76631,Hard,30.9,8,3,128,21,4,4,1,70,77,71
76632,Hard,22.6,8,3,82,11,4,7,0,55,78,47
76633,Hard,24.2,5,8,76,10,5,11,0,57,56,52
76634,Hard,32.1,3,3,63,9,2,3,1,60,74,55
76635,Hard,29.9,1,6,92,15,7,10,0,60,73,58
76636,Hard,21.5,12,4,102,16,4,7,0,59,68,68
76637,Hard,28.5,6,9,63,10,0,2,0,51,88,59
76638,Hard,23.7,5,2,66,13,1,3,1,48,84,66
76639,Hard,30.4,3,1,71,11,4,7,0,66,64,43
76640,Grass,20.8,2,4,102,16,4,8,0,61,68,53
76641,Carpet,27.8,13,11,78,11,3,5,0,47,92,57
76642,Clay,19.5,6,3,82,13,6,12,0,61,52,55
76643,Clay,31.6,6,0,79,12,7,8,1,59,72,62
76644,Hard,23.7,5,4,89,13,8,13,0,53,64,53
76645,Clay,25.9,3,3,99,14,8,12,0,71,63,62
76646,Clay,28,2,4,81,10,7,10,0,64,67,52
76647,Hard,27.6,3,4,82,11,4,7,0,48,74,46
76648,Hard,32.4,2,3,46,7,6,11,0,48,50,38
76649,Hard,23.1,8,1,63,12,2,6,1,71,62,71
76650,Hard,26.4,8,1,83,13,2,5,0,57,64,57
76651,Hard,26.7,5,2,75,11,5,5,1,69,73,71
76652,Clay,36,1,2,52,9,2,4,1,60,65,58
76653,Grass,23.9,7,2,80,15,1,2,1,54,86,69
76654,Clay,27.5,3,0,49,8,2,7,0,69,59,27
76655,Hard,34.4,2,5,61,10,0,2,0,51,77,60
76656,Hard,31.5,5,1,68,10,4,5,1,66,71,73
76657,Hard,21.6,2,3,60,10,4,6,1,65,74,50
76658,Clay,29.8,4,1,58,8,5,8,0,67,72,22
76659,Clay,27.6,5,8,93,15,5,10,0,51,79,47
76660,Clay,20.3,3,9,137,19,11,18,0,53,67,47
76661,Clay,21.1,1,2,57,10,2,7,0,53,70,24
76662,Hard,31.5,6,2,91,11,9,12,0,60,71,38
76663,Clay,23.6,10,2,134,17,12,15,0,64,77,37
76664,Clay,21.2,2,3,65,11,1,2,1,52,76,71
76665,Hard,29.6,3,6,76,9,9,13,0,51,67,45
76666,Clay,19.3,3,2,64,8,4,7,0,61,54,52
76667,Clay,27.1,7,2,53,9,0,1,1,53,86,70
76668,Hard,25.3,2,3,77,13,6,8,1,68,75,59
76669,Clay,28.4,4,0,55,11,0,2,1,71,85,44
76670,Hard,27.7,3,5,126,20,1,4,1,58,68,67
76671,Grass,30.8,8,3,60,9,3,3,1,63,82,79
76672,Hard,25.2,13,5,81,15,4,7,1,58,83,59
76673,Hard,24.9,1,3,58,10,2,5,0,62,64,63
76674,Clay,29.2,6,2,90,15,6,7,1,59,77,74
76675,Clay,22.2,0,1,44,7,1,5,0,48,48,45
76676,Clay,26.9,6,1,43,9,0,0,1,74,88,80
76677,Grass,19.9,7,3,71,11,1,3,0,68,71,50
76678,Hard,23.3,30,4,153,26,4,10,0,48,89,49
76679,Clay,28.5,1,2,54,8,5,11,0,65,49,24
76680,Hard,26.7,4,2,65,10,7,9,0,58,76,48
76681,Hard,28.4,2,2,57,10,3,7,0,63,75,26
76682,Clay,22.6,1,5,83,10,2,5,0,61,63,52
76683,Clay,22.8,2,3,55,9,5,7,1,56,71,62
76684,Hard,19.3,3,5,75,11,8,10,1,57,77,59
76685,Clay,33.9,4,2,140,23,7,11,1,64,67,63
76686,Hard,22.6,7,3,85,15,2,4,1,68,83,46
76687,Hard,26.4,4,4,58,9,2,6,0,66,63,38
76688,Hard,18.2,14,2,115,17,8,9,0,63,75,57
76689,Grass,30,9,3,140,20,6,11,1,61,68,58
76690,Hard,23.7,2,2,76,10,7,11,0,64,59,48
76691,Hard,29.8,16,7,106,17,2,4,1,68,78,70
76692,Hard,31.3,5,2,72,9,6,9,0,44,59,53
76693,Carpet,23.9,3,1,56,10,0,1,1,82,80,78
